Electronic Nose Data Export
Sample Name,bismillah
Sample Type,Bunga Kenanga
Export Date,2025-12-11T04:00:01.046308
Mode,Auto FSM
Number of Points,1325

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
23.250,0.58,0.59,0.05,0.03,2.57,1.69,0.73
23.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
23.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
24.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
24.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
24.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
24.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
25.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
25.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
25.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
25.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
26.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
26.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
26.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
26.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
27.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
27.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
27.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
27.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
28.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
28.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
28.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
28.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
29.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
29.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
29.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
29.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
30.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
30.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
30.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
30.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
31.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
31.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
31.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
31.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
32.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
32.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
32.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
32.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
33.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
33.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
33.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
33.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
34.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
