Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
63.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
63.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
63.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
63.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
64.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
64.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
64.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
64.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
65.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
65.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
65.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
65.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
66.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
66.250,0.80,0.78,0.16,0.03,2.56,1.68,0.73
66.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
66.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
67.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
67.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
67.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
67.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
68.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
68.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
68.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
68.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
69.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
69.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
69.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
69.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
70.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
70.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
70.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
70.750,0.80,0.79,0.16,0.03,2.57,1.69,0.73
71.000,0.80,0.79,0.16,0.03,2.57,1.69,0.73
71.250,0.80,0.79,0.16,0.03,2.57,1.69,0.73
71.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
71.750,0.80,0.78,0.16,0.03,2.57,1.69,0.73
72.000,0.80,0.78,0.16,0.03,2.57,1.69,0.73
72.250,0.80,0.78,0.16,0.03,2.57,1.69,0.73
72.500,0.80,0.78,0.16,0.03,2.57,1.69,0.73
72.750,0.80,0.79,0.16,0.03,2.57,1.69,0.73
73.000,0.80,0.79,0.16,0.03,2.56,1.68,0.73
73.250,0.80,0.79,0.16,0.03,2.57,1.69,0.73
73.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
73.750,0.80,0.79,0.16,0.03,2.57,1.69,0.73
74.000,0.80,0.79,0.16,0.03,2.57,1.69,0.73
74.250,0.80,0.79,0.16,0.03,2.57,1.69,0.73
74.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
74.750,0.80,0.79,0.16,0.03,2.57,1.69,0.73
75.000,0.80,0.79,0.16,0.03,2.57,1.69,0.73
75.250,0.80,0.79,0.16,0.03,2.57,1.69,0.73
75.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
75.750,0.80,0.79,0.16,0.03,2.57,1.69,0.73
76.000,0.80,0.79,0.16,0.03,2.57,1.69,0.73
76.250,0.80,0.79,0.16,0.03,2.57,1.69,0.73
